NIS code van de gemeente;Code van de sector;Naam van de sector;Aantal aangiften;Totaal netto belastbaar inkomen;Gemiddeld inkomen per aangifte;Mediaan inkomen per aangifte;Interkwartiel verschil;Interkwartiele coëfficiënt;Interkwartiele assymmetrie
52011;52011E412;CITE DE L'EUROPE;1 041;25 973 720;24 951;20 160;15 468;77;33
52011;52011E50-;NEUVILLE;808;20 317 535;25 145;20 991;15 477;74;26
52011;52011E51-;LES RECOLLETS;668;16 098 690;24 100;20 163;15 454;77;41
52011;52011E52-;NEUVILLE-CHET;286;8 017 318;28 033;22 191;17 631;79;30
52011;52011E60-;HOSPICE-DEPOT;461;10 262 892;22 262;19 499;12 867;66;23
52011;52011F001;COUILLET-CENTRE;560;11 796 303;21 065;18 214;13 113;72;26
52011;52011F011;LES FIESTAUX;714;16 750 722;23 460;20 160;12 989;64;28
52011;52011F021;VILLAGE;367;7 790 256;21 227;17 632;13 749;78;32
52011;52011F032;BOIS DES CLOCHES;522;10 596 050;20 299;18 053;9 638;53;41
52011;52011F042;LA CITADELLE;913;22 833 050;25 009;20 626;13 745;67;32
52011;52011F072;HAINAUT SAMBRE;28;.;.;20 546;15 706;76;-10
52011;52011F0PH;STATION D'EPURATION;76;2 216 716;29 167;20 767;23 684;114;42
52011;52011F0PN;CARRIERES;18;.;.;.;.;.;.
52011;52011F0QH;BAVERY;109;2 396 490;21 986;17 805;13 125;74;53
52011;52011F101;CITE SOLVAY;447;12 019 141;26 888;23 390;18 330;78;21
52011;52011F112;L'AMERIQUE;754;20 502 369;27 191;22 369;17 768;79;30
52011;52011F212;LES QUATRES BRAS;824;20 158 603;24 464;20 410;16 828;82;35
52011;52011F2AX;TRANSVAAL;801;26 856 205;33 528;26 766;24 376;91;17
52011;52011F2BX;WARECHAS;116;2 900 251;25 002;22 604;15 345;68;16
52011;52011G001;MARCINELLE-CENTRE;997;22 494 762;22 562;19 048;14 946;78;28
52011;52011G011;HAUCHIES;526;16 041 684;30 497;24 165;21 733;90;27
52011;52011G021;LES GLACIERES;1 229;28 726 543;23 374;18 796;14 122;75;32
52011;52011G0AX;LE TEMPLE;667;17 760 053;26 627;22 565;17 961;80;29
52011;52011G0BX;TERRAINS DE SPORT;77;1 921 179;24 950;18 727;16 297;87;33
52011;52011G0CY;CHERBOIS;405;11 088 275;27 378;22 388;17 269;77;27
52011;52011G0DY;HIERCHEUSE;28;704 000;25 143;18 384;16 301;89;68
52011;52011G0ER;NICAISE;127;2 649 857;20 865;17 330;12 733;73;38
52011;52011G0MH;MARCHE VESPERAL;212;5 732 733;27 041;23 044;14 723;64;14
52011;52011G0NH;SQUARE DEHONT;114;3 243 002;28 447;22 325;20 473;92;47
52011;52011G0PR;PONT DE PHILIPPEVILLE;111;2 155 717;19 421;18 217;6 832;38;21
52011;52011G0WR;PARC D'ACTIVITES ECONOMIQUES;42;863 113;20 550;18 819;13 094;70;5
52011;52011G111;PARC DE LA VILLETTE;675;16 078 903;23 821;19 953;15 728;79;39
52011;52011G122;LA BELLE VUE;1 386;38 409 150;27 712;22 834;18 170;80;27
52011;52011G172;ATELIER ACEC-THY;23;.;.;24 541;19 157;78;0
52011;52011G1AS;LA VILLETTE;818;22 413 524;27 400;20 960;18 483;88;36
52011;52011G1BS;CHANTIER LIXON;95;2 458 529;25 879;22 719;16 943;75;-12
52011;52011G201;QUARTIER DU XII;698;16 149 849;23 137;19 716;13 842;70;32
52011;52011G211;LES CHENEVIERES;586;16 628 970;28 377;23 217;19 292;83;35
52011;52011G221;CITE PARC;879;16 869 624;19 192;16 658;8 598;52;39
52011;52011G232;CITE EMPAIN;735;21 131 725;28 751;25 016;18 808;75;18
52011;52011G242;LA FERME BAL;177;6 135 767;34 665;29 579;28 107;95;4
52011;52011G253;CERISIER;203;5 316 295;26 189;21 537;15 399;71;31
52011;52011G291;LA TOMBE;117;3 622 788;30 964;27 303;25 314;93;15
52011;52011G302;QUARTIER LAGRANGE;77;1 881 040;24 429;22 883;16 091;70;16
52011;52011G39-;LA BRUYERE - BOIS;3;.;.;.;.;.;.
52011;52011G3AZ;LES HAIES;703;19 830 528;28 208;24 305;19 276;79;21
52011;52011G3BZ;LA BABOTTERIE;139;4 390 550;31 587;25 109;22 585;90;27
52011;52011G3CG;HUBLINBU;377;14 972 558;39 715;30 850;37 952;123;30
52011;52011G3DG;RUE DU BOIS;25;1 072 884;42 915;27 741;39 475;142;41
52011;52011G412;LES CLOSIERES;243;9 029 762;37 160;31 240;32 701;105;24
52011;52011G511;SART-SAINT-NICOLAS;378;11 579 030;30 632;22 532;20 883;93;40
52011;52011G522;CHAMP DE COURSE;178;8 361 348;46 974;36 821;39 002;106;29
52011;52011G5AN;LA BRUYERE (RESIDENCE);564;23 749 896;42 110;32 045;35 536;111;35
52011;52011H001;MONT-SUR-MARCHIENNE;795;22 766 988;28 638;23 300;19 595;84;23
52011;52011H012;HAIES DES TIENNES;253;9 288 485;36 713;28 621;26 854;94;25
52011;52011H021;FORET;221;6 586 388;29 803;26 326;18 851;72;16
52011;52011H030;BRUN-CHENE - LES MARLERES;602;19 244 884;31 968;24 866;23 258;94;31
52011;52011H04-;LE MORIA;532;13 544 878;25 460;21 098;16 262;77;39
52011;52011H05-;PONT-A-NOLE;100;3 144 943;31 449;27 401;18 717;68;18
52011;52011H072;BEAU SART;43;1 165 311;27 100;23 701;21 743;92;2
52011;52011H10-;BEAU-SITE - MAYEURI;840;28 759 616;34 238;26 445;20 983;79;24
52011;52011H20-;HAIES - GERMAINE - AIREMONT;458;20 261 879;44 240;29 310;32 403;111;34
52011;52011H212;LES HAIES;316;11 956 406;37 837;28 670;32 761;114;37
52011;52011H223;TRY DU SCOUF;678;24 975 881;36 838;29 408;29 383;100;28
52011;52011H234;LES SABLIERES;283;10 530 580;37 211;30 697;27 421;89;24
52011;52011H281;ROCHER LOMBOT;4;.;.;.;.;.;.
52011;52011H295;LE GADIN;26;1 436 212;55 239;24 029;12 990;54;44
52011;52011H312;LA SAMBRE;85;1 983 023;23 330;20 961;12 531;60;20
52011;52011H3MR;SAMBRE;4;.;.;.;.;.;.
52011;52011H3NR;ZONE;41;1 006 569;24 550;21 922;13 272;61;-8
52011;52011H401;LES GONCERIES;522;14 890 679;28 526;23 400;18 836;80;27
52011;52011H412;CITE EUROPE;674;22 617 638;33 557;24 857;22 900;92;26
52011;52011H432;MON LOGIS;134;2 321 732;17 326;16 550;8 119;49;37
52011;52011H4AH;LUTIA;841;25 499 912;30 321;24 001;22 990;96;30
52011;52011H4BH;CENTENAIRE;68;2 062 153;30 326;26 390;18 470;70;23
52011;52011H59-;MAGNEROULLE;3;.;.;.;.;.;.
52011;52011J00-;MARCHIENNE-AU-PONT-CENTRE;604;13 312 144;22 040;19 236;11 988;62;24
52011;52011J01-;ROND-POINT;893;22 892 759;25 636;21 030;18 154;86;31
52011;52011J02-;ZONE;495;12 181 029;24 608;21 231;14 587;69;30
52011;52011J07-;SAINT-MARTIN;3;.;.;.;.;.;.
52011;52011J10-;MATADI;718;17 696 074;24 646;21 006;15 461;74;33
52011;52011J11-;CITE DU NORD;210;5 448 403;25 945;22 113;15 645;71;22
52011;52011J122;LE SPIGNAT;297;5 146 559;17 328;16 276;6 302;39;23
52011;52011J191;SITE ALLARD;7;.;.;.;.;.;.
52011;52011J201;MARCHIENNE ETAT;624;11 545 437;18 502;16 571;10 002;60;13
52011;52011J272;GOFFART;38;680 132;17 898;16 199;11 469;71;33
52011;52011J30-;MARCHIENNE EST;420;8 865 424;21 108;18 539;10 792;58;31
52011;52011J3MH;FABRIQUE DE FER;81;1 883 844;23 257;20 160;18 756;93;5
52011;52011J3NH;TECHNOPOLE RENAISSANCE VILLETTE;22;620 860;28 221;23 698;25 559;108;10
52011;52011J401;DOCHERIE - SAINT-PIERRE;464;10 773 297;23 218;20 181;13 966;69;34
52011;52011J411;CITE DES ACCACIAS;546;12 888 347;23 605;20 606;14 752;72;28
52011;52011J42-;BOUGNOU;531;11 718 490;22 069;18 691;13 595;73;21
52011;52011J432;QUARTIER ST CHARLES;571;13 981 107;24 485;20 160;13 191;65;31
52011;52011J442;FOND SUZANNE;430;9 159 948;21 302;18 554;14 065;76;39
52011;52011J452;TROISIEME ECLUSE;138;2 356 960;17 079;16 384;7 379;45;30
52011;52011J491;TERRIL SAINT-CHARLES;3;.;.;.;.;.;.
52011;52011J57-;LA PROVIDENCE;208;3 830 450;18 416;16 314;16 813;103;9
52011;52011K00-;MONCEAU SUR SAMBRE-CENTRE;563;12 732 814;22 616;20 102;11 930;59;27
52011;52011K011;ST FIACRE;280;5 246 682;18 738;17 322;11 301;65;36
52011;52011K031;LES PIGES;277;7 361 807;26 577;22 253;17 046;77;28
52011;52011K041;BARBIEUX;346;9 615 970;27 792;23 618;21 652;92;30
52011;52011K051;RUAU;222;6 114 060;27 541;22 719;18 824;83;26
52011;52011K052;CALVAIRE;592;17 822 079;30 105;23 038;18 110;79;20
52011;52011K0AH;TROU BARBEAU;301;8 142 413;27 051;21 638;17 396;80;38
52011;52011K0BH;SCAPEE;174;3 887 943;22 345;19 798;13 384;68;22
52011;52011K0MX;ZONES INDUSTRIELLES;19;.;.;.;.;.;.
52011;52011K0NX;CITE ATELIERS GERMAIN;194;4 287 578;22 101;18 588;8 488;46;34
52011;52011K0PY;FOSSE DU BOIS;72;2 233 074;31 015;28 989;19 180;66;9
52011;52011K0QY;MONCEAU NORD;49;1 795 111;36 635;29 880;36 387;122;41
52011;52011K102;HAMEAU;487;13 500 676;27 722;22 077;18 008;82;31
52011;52011K1PZ;BOIS DU HAMEAU-JAMBE DE BOIS;8;.;.;.;.;.;.
52011;52011K1QZ;ANCIENNES FORGES;4;.;.;.;.;.;.
52011;52011K202;GRANDS TRIEUX;709;16 392 151;23 120;20 160;11 913;59;32
52011;52011K212;CITE MALGHEM;233;5 156 070;22 129;19 865;14 618;74;19
52011;52011K2MR;MONCEAU FORMATION;34;822 015;24 177;19 448;17 060;88;61
52011;52011K2NR;LAMINOIRS DU RUAU;10;.;.;.;.;.;.
52011;52011K3AG;LE HAN;287;8 148 375;28 392;24 465;22 291;91;32
52011;52011K3BG;CIMETIERE DE MONCEAU;169;4 237 019;25 071;21 183;18 514;87;36
52011;52011L001;GOUTROUX-CENTRE - AMERIQUE;396;13 430 451;33 915;29 095;25 116;86;22
52011;52011L010;CITE - TERRIENNE;352;12 742 211;36 199;31 736;25 712;81;18
52011;52011L022;CITE LE FOYER;173;3 670 327;21 216;20 007;9 690;48;18
52011;52011L090;GOUTROUX-HABITATIONS DISP.;23;918 561;39 937;35 668;27 542;77;-7
52011;52011L101;LA BRETAGNE - PONT-A-VACHES;345;11 265 812;32 655;26 480;22 769;86;26
52011;52011L112;CITE CHARBONNAGE;329;8 876 850;26 981;24 252;18 652;77;14
52011;52011M00-;ROUX-CENTRE;777;23 177 582;29 830;21 980;20 083;91;42
52011;52011M01-;CITE ROVIENNE ET TERRIENNE;405;12 399 969;30 617;25 755;19 164;74;22
52011;52011M02-;WILBEAUROUX;528;14 310 937;27 104;21 989;17 754;81;32
52011;52011M04-;CITE DE LA LACHE;417;8 399 696;20 143;16 865;8 738;52;42
52011;52011M052;CENTRE CANAL;76;1 370 775;18 037;16 630;10 670;64;2
52011;52011M081;GARE DE FORMATION - INDONSART;19;.;.;.;.;.;.
52011;52011M0MH;RUE LATERALE;29;901 122;31 073;21 384;17 571;82;53
52011;52011M0NH;SOUS-LE-BOIS;23;670 465;29 151;23 186;18 558;80;40
52011;52011M0WH;GLAVERBEL;14;.;.;.;.;.;.
52011;52011M10-;AISELIES - LORRAINE;854;21 806 077;25 534;21 383;16 418;77;28
52011;52011M111;BASSEE - LE MAUGY;733;19 007 237;25 931;21 675;16 255;75;30
52011;52011M172;L'ECLUSE;19;.;.;.;.;.;.
52011;52011M201;HUBES;563;17 560 030;31 190;25 915;20 456;79;20
52011;52011M212;CITE DE LA PAIX;246;5 833 459;23 713;20 795;12 992;62;27
52011;52011M312;LE MARTINET;240;6 404 968;26 687;21 600;17 323;80;31
52011;52011N00-;JUMET - CHEF-LIEU;336;8 026 042;23 887;20 284;16 330;81;35
52011;52011N01-;SAINT-GHISLAIN;743;21 208 273;28 544;22 615;21 695;96;37
52011;52011N020;BELLE VUE;278;6 775 040;24 371;19 873;15 922;80;35
52011;52011N03-;LA BRULOTTE - ST JUNIEU;745;17 642 112;23 681;20 057;14 885;74;36
52011;52011N04-;LE CAROSSE;121;3 263 175;26 968;22 016;12 824;58;-1
52011;52011N101;GOHISSART - LA QUAIRELLE;1 252;30 535 545;24 389;20 209;15 226;75;33
52011;52011N112;LOOS;636;18 712 867;29 423;24 783;19 758;80;14
52011;52011N121;LA COPIE;610;16 634 596;27 270;22 405;18 979;85;29
52011;52011N132;BAYEMONT;534;11 243 468;21 055;18 145;12 461;69;43
52011;52011N151;LA COUPE;981;23 623 729;24 081;20 445;14 450;71;32
52011;52011N20-;HOUBOIS - CENTRE;868;22 653 843;26 099;21 875;16 354;75;26
52011;52011N22-;ALTREE;408;12 222 373;29 957;24 079;20 800;86;25
52011;52011N23-;HOUBOIS - ETOILE;450;13 770 081;30 600;24 862;21 622;87;25
52011;52011N2MH;ZONING INDUSTRIEL;7;.;.;.;.;.;.
52011;52011N2NH;PHILOSOPHE;29;.;.;20 601;13 962;68;42
52011;52011N30-;LES HAMENDES;1 028;28 848 394;28 063;21 981;17 417;79;33
52011;52011N3AH;BOIS  NOEL;133;4 440 662;33 388;24 629;27 736;113;39
52011;52011N3BH;TRIANOY;35;933 275;26 665;23 407;20 040;86;21
52011;52011N41-;SART LES MOINES;245;7 532 062;30 743;24 305;20 862;86;26
52011;52011N501;JUMET STATION;746;18 603 738;24 938;21 229;16 462;78;29
52011;52011N512;CHAUDMONDEAU - FORBEL;434;11 785 453;27 155;23 101;17 823;77;24
52011;52011N52-;CARREFOUR PUISSANT;880;22 631 857;25 718;21 466;16 278;76;26
52011;52011N60-;HEIGNE;1 116;28 899 791;25 896;21 610;17 525;81;30
52011;52011N622;WATTELAR;341;8 837 066;25 915;21 481;16 457;77;37
52011;52011N6AX;LA BRUHAUTE;414;11 621 801;28 072;23 071;19 318;84;28
52011;52011N6BX;GLANE;61;2 255 393;36 974;29 088;32 828;113;36
52011;52011P00-;GOSSELIES-CENTRE;348;7 424 288;21 334;18 410;14 200;77;26
52011;52011P01-;CALVAIRE;821;17 764 099;21 637;18 820;12 838;68;28
52011;52011P02-;GOSSELIES - GARE;613;15 507 515;25 298;20 738;15 494;75;38
52011;52011P03-;FAUBOURG DE CHARLEROI;595;15 835 059;26 614;21 634;16 435;76;34
52011;52011P041;CHAUSSEE DE COURCELLES;292;7 904 794;27 071;21 395;17 621;82;36
52011;52011P07-;QUARTIER INDUSTRIEL DE LA GARE;100;2 377 548;23 775;20 886;12 516;60;24
52011;52011P100;FAUBOURG DE BRUXELLES;651;17 470 603;26 837;20 681;17 518;85;43
52011;52011P111;ROUTE DE NIVELLES;985;27 703 750;28 126;22 410;19 093;85;32
52011;52011P122;LES AGASSES - MARLAIRES;269;8 254 857;30 687;26 942;20 530;76;15
52011;52011P172;PIERSOULX;8;.;.;.;.;.;.
52011;52011P19-;ROBESSE;95;2 966 180;31 223;25 399;20 534;81;33
52011;52011P2PN;CHAMPS DE WAYAU;115;3 540 698;30 789;22 882;22 576;99;27
52011;52011P31-;L'ESCAILLE;110;3 371 825;30 653;23 230;25 082;108;42
52011;52011P322;SART-LES MOINES;464;15 611 617;33 646;26 430;25 949;98;25
52011;52011P381;TREVIEUSART;10;.;.;.;.;.;.
52011;52011P41-;CHARNUES;255;7 519 497;29 488;22 312;19 351;87;41
52011;52011P422;CITE HUBINON ET SPINOIS;370;8 222 989;22 224;18 419;12 602;68;32
52011;52011R01-;SOCQUOY;407;15 089 442;37 075;26 147;23 668;91;31
52011;52011R02-;LE VIGNERON;349;12 085 793;34 630;28 375;27 212;96;18
52011;52011R031;LE PHILOSOPHE - CITE TOLAIRE;198;4 626 380;23 366;19 210;13 584;71;37
52011;52011R04-;LES RASPES - JEAN FROIE;423;13 344 263;31 547;25 707;22 824;89;21
52011;52011R0AR;WAUTERS;492;12 836 157;26 090;21 425;16 176;75;35
52011;52011R10-;MASSES DIARBOIS - LE FRICOT;665;18 586 505;27 950;22 224;17 027;77;28
52011;52011R12-;BOIS NOEL - BASSEE;297;8 824 052;29 711;22 679;19 848;88;34
52011;52011R13-;CITE LEFEVRE - LA FLANIERE;316;9 867 158;31 225;25 017;24 455;98;28
52011;52011R142;MASSES DIARBOIS - EAU SURELLE;412;10 452 420;25 370;20 160;15 831;79;42
52011;52011R1AH;CUIRASSIER;303;9 236 493;30 483;23 755;24 151;102;37
52011;52011R1BH;JASMES;352;11 708 898;33 264;25 787;21 731;84;22
52011;52011R1CH;COMPLEXE DE L'ECOLOGIE URBAINE;14;.;.;.;.;.;.
52011;52011R20-;LE BOIS;737;21 082 727;28 606;24 275;21 119;87;23
52011;52011R21-;GARE - ANCIEN CHARBONNAGE;93;.;.;26 411;20 581;78;31
52011;52011ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;135;2 041 895;15 125;14 836;13 639;92;-32
52012;52012A001;CHATELET-CENTRE;967;20 271 823;20 964;17 167;11 780;69;43
52012;52012A011;FONTENY;623;15 475 391;24 840;20 565;16 232;79;34
52012;52012A022;LA CALVAIRE;651;13 535 169;20 791;17 809;11 383;64;33
52012;52012A033;PACHIS WIAUX;600;15 560 897;25 935;21 005;17 518;83;34
52012;52012A040;L'HOPITAL;608;13 797 241;22 693;19 539;11 688;60;30
52012;52012A090;BOULY-JONQUIERE-FOND BERGERS;7;.;.;.;.;.;.
52012;52012A0AA;GRAND-CHAMP;388;14 620 706;37 682;29 669;28 713;97;32
52012;52012A0PA;TILLEUL-BOUQUEAU-JUSTICE FAYAT;94;3 422 359;36 408;27 809;32 382;116;24
52012;52012A100;LES BINCHES - CARNELLE;353;13 649 062;38 666;29 937;32 740;109;26
52012;52012A190;BOIS CHATELET-SARTE-CHAUMONT;89;3 457 895;38 853;27 509;30 242;110;47
52012;52012A201;BOUBIER - PARC;695;16 968 941;24 416;20 386;14 379;71;37
52012;52012A272;BOUBIER - ZONE INDUSTRIELLE;9;.;.;.;.;.;.
52012;52012A293;LA GALOPERIE;250;5 933 151;23 733;21 129;14 895;70;25
52012;52012A301;LE FAUBOURG;1 233;33 396 437;27 086;22 905;18 621;81;24
52012;52012A312;CHASSEURS;802;17 861 271;22 271;18 610;12 807;69;44
52012;52012A34-;LES TRIEUX;541;13 490 485;24 936;21 231;14 490;68;28
52012;52012B001;CHATELINEAU-CENTRE;410;9 562 391;23 323;19 508;13 105;67;34
52012;52012B011;LA GARE;167;3 405 465;20 392;17 376;13 846;80;25
52012;52012B021;CHANTS DES OISEAUX;574;14 998 820;26 130;21 819;17 089;78;27
52012;52012B042;LA VALLEE;875;21 377 332;24 431;21 228;15 737;74;24
52012;52012B051;EUROPE CHAUSSEE;120;2 636 878;21 974;20 508;12 635;62;2
52012;52012B052;QUARTIER DE L'EUROPE;530;15 909 117;30 017;25 121;20 595;82;22
52012;52012B072;HAINAUT - SAMBRE - PAYS-BAS;1;.;.;.;.;.;.
52012;52012B081;OSERAIE;26;665 689;25 603;21 991;11 131;51;4
52012;52012B100;LE CORBEAU;334;7 649 029;22 901;19 848;13 521;68;33
52012;52012B20-;GRAND TRIEU;572;14 889 781;26 031;22 770;17 307;76;24
52012;52012B210;CHENE;207;5 720 240;27 634;24 729;16 721;68;-3
52012;52012B22-;SART-ALLET;1 090;26 260 753;24 092;20 685;14 169;69;34
52012;52012B230;CROIX DU MOINE - LES SARTS;536;16 355 329;30 514;25 789;22 676;88;23
52012;52012B309;TAILLIS-PRE - SOLEILMONT;590;17 044 733;28 889;23 395;20 278;87;30
52012;52012B31-;LES MASUIRS;542;18 370 986;33 895;27 138;23 825;88;27
52012;52012B411;LES HAYETTES - LES HAIES;766;20 433 369;26 675;22 238;16 738;75;27
52012;52012B422;L'ETANG;623;14 547 558;23 351;19 870;13 367;67;38
52012;52012B430;LA MASTOQUE;972;24 991 757;25 712;21 677;16 353;75;32
52012;52012B483;LE GOUFFRE;3;.;.;.;.;.;.
52012;52012B4AJ;LE LONG PRE;254;5 061 950;19 929;18 938;10 728;57;17
52012;52012B512;LA CHAMBRE;25;428 076;17 123;15 627;7 974;51;14
52012;52012B614;SART DU FAYT;158;4 618 146;29 229;25 630;22 235;87;15
52012;52012C001;BOUFFIOULX-CENTRE;933;23 474 488;25 160;21 126;16 436;78;35
52012;52012C01-;SAINT-BLAISE;553;16 371 332;29 605;23 195;21 112;91;33
52012;52012C02-;MONCHEVREUIL - CIMETIERE;203;7 554 081;37 212;28 946;28 087;97;30
52012;52012C032;MARAIS - VILLETTE;42;1 545 594;36 800;28 764;20 616;72;28
52012;52012C09-;MONCHERET - SEBASTOPOL;108;3 848 231;35 632;30 228;20 711;69;10
52012;52012C100;CHAMBORGNEAU;361;12 726 892;35 255;27 395;28 821;105;35
52012;52012C1PN;MALAGNES-PUITS NR.3;195;5 454 192;27 970;23 651;20 185;85;28
52012;52012C20-;LA BLANCHE BORNE;296;7 331 214;24 768;19 902;14 212;71;40
52012;52012C29-;LA SIBERIE - BOIS DU BOUBIER;94;3 039 212;32 332;26 575;24 835;93;21
52012;52012ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;16;.;.;.;.;.;.
52015;52015A001;PETIT-COURCELLES;618;16 171 025;26 167;21 460;16 395;76;28
52015;52015A011;REGUIGNIES;766;21 188 418;27 661;22 966;17 981;78;24
52015;52015A022;LE HANNOY;140;4 667 083;33 336;24 359;25 434;104;28
52015;52015A031;LE NORD;269;9 332 795;34 694;27 877;27 813;100;26
52015;52015A042;CITE CONFORT;108;3 506 791;32 470;26 610;26 766;101;23
52015;52015A090;BRAIBANT;67;2 705 421;40 379;33 950;45 244;133;36
52015;52015A101;COURCELLES-CENTRE;424;12 438 272;29 336;22 818;18 805;82;31
52015;52015A102;COURCELLES-CENTRE - GARE;192;3 876 007;20 188;18 333;5 923;32;21
52015;52015A11-;LE TRIEU;940;25 665 797;27 304;22 215;18 522;83;34
52015;52015A112;LE TRIEU;129;3 600 733;27 913;21 592;23 859;110;41
52015;52015A121;SARTIS;455;11 464 114;25 196;21 893;16 856;77;24
52015;52015A132;TRIEU DES AGNEAUX;440;12 209 230;27 748;23 274;18 699;80;30
52015;52015A133;TRIEU DES AGNEAUX;66;1 839 700;27 874;24 457;16 716;68;16
52015;52015A142;NOUVEAU MONDE;586;16 383 791;27 959;23 746;19 276;81;22
52015;52015A15-;BOIS DU SART;194;6 639 946;34 227;30 247;25 179;83;18
52015;52015A20-;LA MOTTE;517;13 792 091;26 677;22 696;16 854;74;24
52015;52015A210;WARTONLIEU;609;18 604 109;30 549;25 213;23 320;92;24
52015;52015A220;MIAUCOURT;283;5 101 096;18 025;16 498;10 269;62;17
52015;52015A270;LA MOTTE GARE;3;.;.;.;.;.;.
52015;52015A290;WARTONLIEU - HAB. DISP. - CHAMP FALNUEE;46;1 591 533;34 599;27 630;22 115;80;23
52015;52015A30-;FORRIERE;635;16 638 301;26 202;21 820;18 323;84;35
52015;52015A311;LA COUPE;483;15 246 216;31 566;25 716;21 889;85;21
52015;52015A380;CHENOIT;12;.;.;.;.;.;.
52015;52015A391;NOLICHAMPS;158;4 892 192;30 963;25 449;22 961;90;29
52015;52015A41-;LES QUATRE SEIGNEURIES;744;22 539 305;30 295;25 798;22 191;86;18
52015;52015A422;SART LES MOULINS;225;7 193 407;31 971;25 865;24 802;96;33
52015;52015A59-;LA CROISETTE-CLAIRES FONTAINE;304;9 386 437;30 876;26 549;22 233;84;15
52015;52015A69-;PETITE ET GRANDE HAMAL;34;1 296 372;38 129;29 780;36 651;123;37
52015;52015B00-;QUARTIER DE LA PLACE;511;17 354 561;33 962;26 001;25 207;97;29
52015;52015B01-;SOUVRET CENTRE - QUATRE CHEMINS DE FERRIERE;754;20 624 886;27 354;22 146;18 413;83;30
52015;52015B02-;LA BAILLE - LA CITE;713;19 103 004;26 792;21 395;17 831;83;41
52015;52015B032;DISPENSAIRE;137;4 538 869;33 130;29 327;26 525;90;15
52015;52015B091;LONGUE HAIE - GROSSES BORNES;77;2 372 946;30 817;26 584;26 014;98;16
52015;52015B430;LE STOCQUY;144;5 011 934;34 805;27 955;20 298;73;23
52015;52015C000;TRAZEGNIES - EGLISE;697;21 073 988;30 235;24 726;20 703;84;24
52015;52015C01-;TRAZEGNIES-CENTRE;788;20 560 728;26 092;21 158;16 826;80;37
52015;52015C02-;SAINT JOSEPH;332;7 560 906;22 774;19 335;11 890;61;28
52015;52015C03-;COUTURELLE - CHATEAU;295;7 888 635;26 741;22 573;19 416;86;27
52015;52015C04-;YSER;404;10 913 193;27 013;22 590;18 005;80;29
52015;52015C080;LE BATI - NOTRE DAME;18;.;.;.;.;.;.
52015;52015C09-;CAMPAGNE DES CORBEAUX;224;7 017 352;31 327;23 489;22 752;97;36
52015;52015C110;FASTOUMONT;272;7 713 612;28 359;22 681;19 274;85;28
52015;52015C120;THIRIPONT;181;5 301 271;29 289;25 095;22 623;90;22
52015;52015C190;PETIT BOIS - GRAND BOIS;33;.;.;24 561;25 251;103;33
52015;52015C51-;TRAZEGNIES - GARE;425;13 131 388;30 897;25 310;19 874;79;19
52015;52015C57-;ARGILETTE;139;3 799 108;27 332;23 608;12 654;54;-7
52015;52015D00-;GOUY-LEZ-PIETON-CENTRE;609;18 322 459;30 086;24 545;20 586;84;28
52015;52015D01-;LA VILLE;420;13 052 976;31 079;25 725;25 097;98;24
52015;52015D02-;CHENSEE;209;7 994 363;38 251;28 374;27 300;96;24
52015;52015D080;MARAIS-JEUMONT;107;4 286 914;40 065;25 938;28 856;111;48
52015;52015D09-;GOUY-LEZ-PIETON-HAB.DISP. EST;61;3 184 290;52 201;36 650;46 969;128;45
52015;52015D190;GOUY-LEZ-PIETON-HAB.DISP. SUD;55;1 627 861;29 597;21 233;13 084;62;3
52015;52015D20-;LES CULOTS - LES COMMUNES;209;8 132 525;38 912;31 381;27 596;88;28
52015;52015D21-;LA FLECHERE;188;6 734 867;35 824;26 235;27 114;103;42
52015;52015D29-;NAUWES-MORELMONT-MT DEL CHIVE;57;1 815 684;31 854;26 195;16 841;64;-4
52015;52015ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;21;360 932;17 187;16 522;18 889;114;-18
52018;52018A00-;FARCIENNES-CENTRE;478;11 192 308;23 415;19 576;13 179;67;26
52018;52018A011;CROMBION;343;9 535 323;27 800;22 446;17 612;78;34
52018;52018A02-;CAMPINAIRE;621;17 466 477;28 126;24 239;18 959;78;16
52018;52018A072;LE GRAND-BAN;3;.;.;.;.;.;.
52018;52018A10-;LE WAINAGE-CENTRE;551;15 447 282;28 035;23 825;19 701;83;23
52018;52018A11-;AULNIATS;261;5 814 155;22 276;19 716;12 704;64;26
52018;52018A172;FONTENELLE;4;.;.;.;.;.;.
52018;52018A191;LE WAINAGE-HABITATIONS DISP.;85;2 372 417;27 911;23 267;18 775;81;31
52018;52018A213;LE PETIT TRY;40;1 037 429;25 936;22 077;17 048;77;14
52018;52018A282;SOUS-LE-BOIS - GRANDCHAMP;2;.;.;.;.;.;.
52018;52018A29-;TERGNEE;118;3 198 915;27 109;21 196;16 825;79;45
52018;52018A301;LOUAT;610;15 726 263;25 781;21 339;16 335;77;31
52018;52018A312;ROTON;173;4 772 064;27 584;22 537;18 386;82;21
52018;52018A400;NOUVELLE CITE;1 004;22 545 461;22 456;19 299;12 415;64;32
52018;52018A411;WAIRCHAT - MARAIS;247;6 335 971;25 652;21 412;16 948;79;34
52018;52018A422;MONCIAT;112;3 066 249;27 377;21 405;19 891;93;54
