NIS code van de gemeente;Code van de sector;Naam van de sector;Aantal aangiften;Totaal netto belastbaar inkomen;Gemiddeld inkomen per aangifte;Mediaan inkomen per aangifte;Interkwartiel verschil;Interkwartiele coëfficiënt;Interkwartiele assymmetrie
52018;52018A491;BOIS BOLLE;3;.;.;.;.;.;.
52018;52018B000;PIRONCHAMPS-CENTRE;503;11 957 101;23 772;20 241;14 575;72;36
52018;52018B100;GRAND TRIEU;543;13 399 571;24 677;20 194;15 348;76;42
52018;52018ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;1;.;.;.;.;.;.
52021;52021A00-;FLEURUS-PLACE;877;20 662 908;23 561;19 197;13 519;70;32
52021;52021A010;LA GUINGUETTE;397;10 307 644;25 964;20 008;17 630;88;43
52021;52021A02-;FAUBOURG;675;15 430 839;22 861;19 727;13 736;70;28
52021;52021A03-;FLEURUS - GARE;427;11 980 051;28 056;21 943;19 085;87;37
52021;52021A04-;CHAMPS ELYSEES - BONSECOURS;397;15 283 702;38 498;28 222;30 299;107;33
52021;52021A080;FLEURUS AUTOROUTE NORD;49;.;.;29 504;22 340;76;18
52021;52021A09-;BERLAIMONT - DIEU DE PITIE;59;2 699 241;45 750;32 507;36 760;113;33
52021;52021A19-;LA MARCELLE;68;2 318 377;34 094;30 818;29 115;94;19
52021;52021A20-;LE VIEUX CAMPINAIRE;367;8 641 500;23 546;19 445;14 071;72;28
52021;52021A21-;LA CROIX;120;3 839 314;31 994;25 814;22 208;86;27
52021;52021A27-;FONTENELLE - ZONING INDUSTRIEL;14;.;.;.;.;.;.
52021;52021A28-;MARTINROUX - FLEURJOUR;160;5 145 992;32 162;24 186;19 445;80;28
52021;52021A30-;LE VIEUX SAULE;174;4 111 167;23 627;20 044;17 120;85;40
52021;52021A31-;SAINT-ROCH;394;13 882 457;35 235;26 187;28 124;107;36
52021;52021A39-;FLEURUS - SOLEILMONT (BOIS);108;4 734 675;43 840;31 921;41 447;130;22
52021;52021A40-;CAMP DANDOIS;308;6 864 170;22 286;18 954;13 572;72;28
52021;52021B00-;WANFERCEE-BAULET-CENTRE;484;14 113 737;29 161;23 547;20 027;85;30
52021;52021B01-;CITE ANCIAUX;307;8 534 227;27 799;20 592;18 881;92;52
52021;52021B02-;BAULET;729;22 967 925;31 506;25 259;24 146;96;26
52021;52021B03-;TRIEU BERNARD;545;17 194 230;31 549;26 086;22 997;88;23
52021;52021B041;BLANCHISSERIE;200;7 183 777;35 919;30 147;25 642;85;0
52021;52021B05-;WANFERCEE;235;8 922 905;37 970;26 238;33 278;127;48
52021;52021B08-;ELISABETH - LE CHENE;32;1 442 629;45 082;41 823;44 548;107;14
52021;52021B090;W.B. AUTOROUTE SUD-HAB.DISP.;218;7 936 033;36 404;31 235;33 004;106;12
52021;52021B10-;LE CASTOR;538;16 811 576;31 248;25 384;21 316;84;27
52021;52021B11-;LE SPINOIS;143;4 215 150;29 477;23 416;22 527;96;35
52021;52021B202;CITE DE LA DREVE;413;9 107 141;22 051;19 008;12 113;64;38
52021;52021B29-;W.B. AUTOROUTE NORD-HAB.DISP.;106;4 050 983;38 217;32 283;34 232;106;8
52021;52021C00-;LAMBUSART-CENTRE;602;19 236 672;31 955;25 133;23 360;93;30
52021;52021C011;CITE - QUARTIER DE LA GARE;363;9 180 005;25 289;21 390;16 235;76;36
52021;52021C02-;SPINOIS;511;16 525 645;32 340;25 722;24 027;93;33
52021;52021C032;LA BARAQUE;158;4 911 689;31 087;25 439;20 859;82;19
52021;52021C08-;MARTINROUX;5;.;.;.;.;.;.
52021;52021C09-;PETIT TRY;44;1 288 425;29 282;27 193;23 921;88;13
52021;52021C19-;BOIS CORBEAU - BONNE ESPERANCE;43;.;.;26 558;16 133;61;-16
52021;52021D00-;WANGENIES-CENTRE;290;10 172 293;35 077;27 827;25 043;90;29
52021;52021D01-;BON AIR;326;10 048 489;30 824;25 123;23 036;92;36
52021;52021D09-;WANGENIES-HABITATIONS DISP.;28;961 643;34 344;27 473;31 648;115;39
52021;52021E00-;HEPPIGNIES-CENTRE - MATURNIA;502;14 740 294;29 363;24 099;20 534;85;24
52021;52021E01-;TROU A LA VIGNE;69;2 587 013;37 493;29 418;21 753;74;23
52021;52021E023;SABLIERES;51;1 602 025;31 412;26 351;22 255;84;30
52021;52021E082;BOSQUET CHENOI;5;.;.;.;.;.;.
52021;52021E091;HEPPIGNIES-HABITATIONS DISP.;50;1 768 672;35 373;27 395;34 072;124;33
52021;52021E172;LE CERISIER;3;.;.;.;.;.;.
52021;52021E183;CAPILONE;53;1 657 774;31 279;23 950;23 831;100;35
52021;52021E191;MANGON;11;.;.;.;.;.;.
52021;52021F00-;SAINT-AMAND-CENTRE;234;8 745 256;37 373;26 046;29 256;112;33
52021;52021F01-;LONGPRE - LA CROISETTE;281;12 083 982;43 003;30 589;34 503;113;26
52021;52021F08-;SAINT-AMAND-HAB. DISP. EST;42;1 845 032;43 929;32 702;39 217;120;37
52021;52021F09-;SAINT-AMAND-HAB.DISP. OUEST;26;996 657;38 333;29 582;31 094;105;39
52021;52021G00-;WAGNELEE-CENTRE;303;10 294 112;33 974;25 512;23 285;91;28
52021;52021G012;BUR;170;5 931 141;34 889;27 816;33 199;119;31
52021;52021G091;WAGNELEE-HABITATIONS DISP.;9;.;.;.;.;.;.
52021;52021G113;LONGPRE;50;.;.;31 139;27 774;89;24
52021;52021H00-;BRYE-CENTRE;165;5 619 368;34 057;24 053;25 157;105;42
52021;52021H09-;BRYE-HABITATIONS DISPERSEES;41;1 473 840;35 947;27 489;22 813;83;30
52021;52021ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;9;.;.;.;.;.;.
52022;52022A00-;LA BOUVERIE-CENTRE NORD-OUEST;459;10 550 804;22 987;19 533;14 782;76;28
52022;52022A01-;FONTAINE-L'EVEQUE - GARE;66;2 190 000;33 182;26 543;24 732;93;23
52022;52022A04-;LA CRESSONIERE;174;4 700 459;27 014;22 382;15 295;68;23
52022;52022A05-;HENRICHAMPS;326;9 834 852;30 168;25 441;21 284;84;19
52022;52022A081;GOBLOT - PARADIS;82;3 575 046;43 598;36 279;41 527;114;19
52022;52022A09-;JOLIBOIS - BELLE FONTAINE - BOIS DE SAPIN - LE ROTON;183;6 321 887;34 546;28 630;25 522;89;17
52022;52022A10-;LES MAYS;326;11 219 897;34 417;27 509;23 598;86;22
52022;52022A11-;LES PERZIAUX;326;10 547 631;32 355;24 528;22 548;92;30
52022;52022A122;FIEF;131;5 901 660;45 051;32 449;39 329;121;32
52022;52022A191;LE GROS TERRIL;26;1 258 590;48 407;38 437;57 490;150;34
52022;52022A20-;CITE DES OISEAUX;397;7 548 026;19 013;17 173;6 556;38;40
52022;52022A21-;LE PETRIA;418;11 933 469;28 549;23 575;20 596;87;27
52022;52022A29-;BEAULIEUSART - CULOTS DE BEAULIEUSART;190;7 083 898;37 284;28 103;26 343;94;15
52022;52022A30-;LA BOUVERIE - CENTRE EST;386;9 426 068;24 420;19 872;14 271;72;36
52022;52022A31-;LE PETRIA -CITE VILEZ;465;12 763 597;27 449;22 309;19 126;86;32
52022;52022A32-;LES GAULX;464;13 307 827;28 681;23 096;18 546;80;25
52022;52022A33-;CITE CHAVEE;511;12 064 453;23 609;19 276;14 369;75;48
52022;52022A342;L'ERMITAGE;109;3 603 436;33 059;26 104;23 431;90;17
52022;52022B00-;FORCHIES-LA-MARCHE-CENTRE;533;14 215 831;26 671;20 986;17 707;84;39
52022;52022B01-;LES RUELLES;192;5 791 052;30 162;24 453;19 793;81;18
52022;52022B020;ANCIEN CHARBONNAGE;283;7 106 693;25 112;20 160;14 711;73;41
52022;52022B03-;PETIT MOULIGNEAU;179;4 861 130;27 157;23 306;18 388;79;24
52022;52022B04-;LE GARAGE;216;6 347 072;29 385;21 899;22 072;101;46
52022;52022B05-;ROUTE DE PIETON;272;8 066 235;29 655;22 086;19 246;87;40
52022;52022B10-;MARTIN-FAYT (TRIEUX-CENTRE);579;16 688 320;28 823;23 087;20 065;87;31
52022;52022B11-;CORON DU BOIS;404;12 071 238;29 879;23 102;20 579;89;35
52022;52022B121;TRIEUX - NORD-EST;114;3 395 298;29 783;23 455;17 447;74;30
52022;52022B132;STOCQUI;111;3 123 659;28 141;24 436;20 096;82;19
52022;52022B19-;LES BANS;42;1 415 544;33 703;26 024;33 572;129;39
52022;52022B21-;MOULIGNEAU;219;7 469 162;34 106;29 712;32 524;109;24
52022;52022B29-;LA MARCHE;9;.;.;.;.;.;.
52022;52022B31-;TRIEUX DE PIETON;44;1 589 136;36 117;30 184;32 529;108;17
52022;52022B49-;MA CAMPAGNE;40;.;.;24 360;22 291;92;16
52022;52022C00-;LEERNES-CENTRE;345;10 404 621;30 158;24 121;22 063;91;29
52022;52022C01-;LES MARLIERES;214;7 403 029;34 594;26 680;25 368;95;28
52022;52022C022;LA PLAGNE;298;10 560 809;35 439;28 559;25 791;90;22
52022;52022C080;LA BRULOTTE;97;3 455 345;35 622;25 376;23 379;92;39
52022;52022C091;PUITS N.3-HABITATIONS DISP.;22;725 989;32 999;33 110;21 192;64;-25
52022;52022C100;TOUT VINT - CITE;437;9 690 354;22 175;19 719;12 051;61;27
52022;52022C20-;LE COQ - WESPES;198;7 199 894;36 363;26 568;28 844;109;42
52022;52022C212;MITREC;89;4 290 784;48 211;39 751;36 305;91;-16
52022;52022C28-;LONG DES BOIS - PECHANT;98;3 649 306;37 238;28 651;31 630;110;42
52022;52022C291;JONCIERE-GROSSE HAIE-HOUGARDE;95;2 413 372;25 404;19 541;8 832;45;27
52022;52022ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;3;.;.;.;.;.;.
52025;52025A000;GERPINNES-CENTRE;513;17 372 572;33 865;24 487;26 390;108;38
52025;52025A012;ST ROCH;201;8 826 659;43 914;34 669;32 028;92;27
52025;52025A023;ROCHETTE;182;7 542 212;41 441;34 566;29 997;87;7
52025;52025A080;TRIEU MONSELET;140;5 554 069;39 672;28 456;34 539;121;50
52025;52025A091;ST-PIERRE - CAMPAGNE DU MOULIN;3;.;.;.;.;.;.
52025;52025A100;HYMIEE-CENTRE;261;9 801 196;37 552;29 331;29 206;100;24
52025;52025A190;HYMIEE - PERIPHERIE;82;3 752 919;45 767;34 670;44 701;129;38
52025;52025A20-;FROMIEE;157;5 674 678;36 144;26 099;29 997;115;38
52025;52025A291;TOURNIBU - FRECHEUX -(BOIS);6;.;.;.;.;.;.
52025;52025A300;LES FLACHES;443;14 411 548;32 532;26 628;26 988;101;24
52025;52025A312;LA TAYETTE;563;24 791 053;44 034;36 399;37 627;103;20
52025;52025A323;PETCHY - SONDAGE;107;4 886 257;45 666;32 309;27 345;85;27
52025;52025A391;BIERLAIRE - TRANIA;117;8 072 614;68 997;32 237;38 786;120;32
52025;52025A410;BULTIA;278;10 852 252;39 037;27 955;26 347;94;31
52025;52025A414;BASSE DES PAUVRES;241;7 530 604;31 247;24 566;20 839;85;34
52025;52025A495;BOIS DE LA BIERLAIRE;122;4 386 887;35 958;24 959;32 621;131;42
52025;52025A582;FRAITURE;1;.;.;.;.;.;.
52025;52025A59-;ROUTE DE METTET;13;.;.;.;.;.;.
52025;52025B000;LOVERVAL-CENTRE;132;5 335 514;40 421;29 564;36 951;125;41
52025;52025B01-;CHENIAT;189;9 293 359;49 171;32 091;43 671;136;37
52025;52025B020;TRY D'HAIES;547;20 072 349;36 695;25 987;26 595;102;37
52025;52025B032;LES MORLERES;152;6 821 433;44 878;32 364;38 821;120;37
52025;52025B043;LA TERRIENNE;51;.;.;29 704;19 425;65;39
52025;52025B08-;LES SARTS;14;.;.;.;.;.;.
52025;52025B0PP;FROMONT;91;4 339 865;47 691;33 715;31 263;93;8
52025;52025C00-;JONCRET-CENTRE;229;7 904 439;34 517;23 606;26 422;112;48
52025;52025C09-;JONCRET-HABITATIONS DISPERSES;168;7 599 871;45 237;33 935;34 084;100;20
52025;52025D000;ACOZ-CENTRE;493;14 237 298;28 879;23 746;19 327;81;22
52025;52025D08-;CHEMIN DE FER OUEST -HAB.DISP.;136;4 383 426;32 231;25 450;23 070;91;34
52025;52025D090;CHEMIN DE FER EST - HAB.DISP.;15;.;.;.;.;.;.
52025;52025D10-;LAUSPRELLE;471;17 118 735;36 346;26 453;27 798;105;35
52025;52025D182;BOIS DU BARON;2;.;.;.;.;.;.
52025;52025D191;CHARNOY;87;3 115 753;35 813;22 549;26 243;116;52
52025;52025E00-;VILLERS-POTERIE-CENTRE;270;8 984 086;33 274;27 399;25 645;94;17
52025;52025E012;FIGOTTERIE;217;7 854 052;36 194;28 903;26 752;93;29
52025;52025E023;LA GRANDE TAILLE;237;7 986 247;33 697;32 070;23 282;73;-9
52025;52025E081;LES BOIS;14;.;.;.;.;.;.
52025;52025E09-;LES LONGS PRES;23;.;.;39 454;33 378;85;-3
52025;52025F00-;GOUGNIES-CENTRE;351;12 157 732;34 637;27 731;25 999;94;24
52025;52025F012;LE COUMAGNE;175;7 385 332;42 202;36 915;31 953;87;11
52025;52025F08-;LES LONGS BONNIERS;26;675 392;25 977;26 702;18 067;68;-17
52025;52025F0PN;MAKA;54;1 901 871;35 220;24 444;37 478;153;48
52025;52025ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;27;576 656;21 358;18 358;20 669;113;31
52048;52048A00-;MONTIGNY-LE-TILLEUL-CENTRE;375;12 503 484;33 343;26 660;23 938;90;21
52048;52048A01-;CALVAIRE - PLAGNE;355;12 863 471;36 235;28 682;28 347;99;22
52048;52048A02-;CITE MALFALISE;415;10 304 999;24 831;20 490;17 440;85;36
52048;52048A03-;LA CHAPELLE;507;17 856 794;35 221;29 355;28 084;96;18
52048;52048A042;MALFALIM;64;.;.;46 551;51 987;112;24
52048;52048A08-;WARCHAIS - TRIEU MENREAU;659;25 804 220;39 157;30 819;29 918;97;26
52048;52048A091;MALFALISE - HABITATIONS DISP.;195;5 057 287;25 935;19 511;17 231;88;58
52048;52048A101;BOIS DU PRINCE;707;27 906 005;39 471;30 916;29 882;97;24
52048;52048A112;PLACE DE FRANCE;672;27 328 557;40 667;29 807;31 267;105;31
52048;52048A114;BOIS TRELON - ARGENTINES;187;10 032 395;53 649;32 886;46 837;142;57
52048;52048A191;LE SART MADAME - VERT BOIS;266;8 081 665;30 382;24 140;16 599;69;22
52048;52048A212;LES FAUBOURGS;533;21 661 000;40 640;32 181;32 155;100;25
52048;52048A223;BOMEREE;236;10 334 010;43 788;30 891;32 896;106;22
52048;52048A291;TRIEU MAILLARD;14;.;.;.;.;.;.
52048;52048A312;PLEIN SUD;123;6 571 507;53 427;37 843;37 792;100;16
52048;52048B00-;LANDELIES-CENTRE;373;14 011 300;37 564;27 814;24 989;90;30
52048;52048B08-;LE VIGNA - LES PIGES;63;2 198 918;34 903;28 307;25 302;89;22
52048;52048B091;TROU LOUISE - TRY DES GAUX;47;.;.;29 641;26 491;89;10
52048;52048B112;L'ESPINETTE;107;4 509 793;42 148;34 588;36 085;104;27
52048;52048B18-;MORGNIES;104;3 474 564;33 409;27 862;22 563;81;31
52048;52048B19-;BOIS DU HAN - JAMBE DE BOIS;9;.;.;.;.;.;.
52048;52048ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;2;.;.;.;.;.;.
52055;52055A00-;PONT-A-CELLES-CENTRE TRAULEE;721;22 392 738;31 058;24 861;22 761;92;32
52055;52055A011;BORNEAU;729;23 281 369;31 936;25 127;24 724;98;30
52055;52055A02-;FICHAUX;460;16 304 433;35 444;28 490;27 924;98;27
52055;52055A072;ARSENAL;191;6 310 841;33 041;26 535;23 730;89;29
52055;52055A09-;CANAL SUD-HABITATIONS DISP.;120;4 371 432;36 429;27 279;31 667;116;46
52055;52055A11-;HERIAMONT - MAILLEMONT;306;11 994 853;39 199;31 572;30 460;96;25
52055;52055A122;BOIS LOUE;97;3 145 427;32 427;27 350;22 835;83;18
52055;52055A191;CANAL NORD-HABITATIONS DISP.;90;4 405 583;48 951;40 584;46 580;115;33
52055;52055A210;STATION;267;7 561 347;28 320;20 597;19 130;93;48
52055;52055A280;LARMOULIN;283;9 800 948;34 632;24 597;28 675;117;41
52055;52055A29-;LA CHAUSSEE;145;5 686 162;39 215;30 909;31 636;102;21
52055;52055B00-;OBAIX-CENTRE;312;15 218 598;48 778;36 543;48 088;132;37
52055;52055B01-;BUSCAILLE;269;11 309 837;42 044;32 346;33 187;103;39
52055;52055B091;OBAIX-HABITATIONS DISPERSEES;9;.;.;.;.;.;.
52055;52055B10-;ROSSEIGNIES-CENTRE;281;15 644 780;55 675;34 483;48 585;141;42
52055;52055B19-;ROSSEIGNIES-HABITATIONS DISP.;34;.;.;43 747;49 342;113;30
52055;52055C000;BUZET-CENTRE;508;22 241 762;43 783;34 689;38 813;112;28
52055;52055C082;COMMUNE;130;4 976 518;38 281;30 047;35 931;120;29
52055;52055C091;LES BOIS;157;8 109 484;51 653;41 684;49 843;120;31
52055;52055C19-;FROMIEE;54;2 218 552;41 084;28 664;36 516;127;43
52055;52055D00-;LUTTRE-CENTRE;605;21 614 469;35 726;29 067;26 082;90;20
52055;52055D010;PACHI COUCHE;397;15 573 111;39 227;31 232;30 110;96;25
52055;52055D082;BOIS LOUE;6;.;.;.;.;.;.
52055;52055D091;LUTTRE-HABITATIONS DISPERSEES;25;2 838 121;113 525;39 555;53 445;135;31
52055;52055D10-;LIBERCHIES-CENTRE;309;12 836 231;41 541;30 765;35 799;116;33
52055;52055D112;LIBERCHIES VERS LUTTRE;77;2 891 720;37 555;28 705;29 587;103;18
52055;52055D181;LIBERCHIES-HAB.DISP. NORD;7;.;.;.;.;.;.
52055;52055D190;BRUNEHAUT;90;3 715 078;41 279;30 636;32 084;105;22
52055;52055D20-;L'ESPINETTE - BAUDOU;394;12 745 638;32 349;26 431;26 407;100;23
52055;52055E00-;THIMEON-CENTRE;452;12 491 810;27 637;22 644;17 228;76;26
52055;52055E01-;COMMUNES ESTIENNES-MARLERES;534;17 743 284;33 227;26 111;24 328;93;34
52055;52055E081;AZEBOIS;192;7 609 393;39 632;30 081;31 892;106;26
52055;52055E09-;THIMEON - HABITATIONS DISP.;2;.;.;.;.;.;.
52055;52055E182;BOIS DES MANAUTS;100;.;.;26 341;30 759;117;44
52055;52055F000;VIESVILLE-CENTRE;543;19 839 308;36 536;28 524;25 714;90;30
52055;52055F090;VIESVILLE-HABITATIONS DISP.;45;.;.;31 262;22 825;73;-4
52055;52055F10-;GRANDS SARTS-CENTRE;253;8 400 814;33 205;26 273;22 086;84;11
52055;52055F103;GRANDS SARTS - JOLY;119;3 865 208;32 481;24 978;28 614;115;41
52055;52055F112;QUARTIER ST FAMILLE;157;4 481 550;28 545;20 741;18 798;91;47
52055;52055F184;GRANDS SARTS-HABITATIONS DISP.;6;.;.;.;.;.;.
52055;52055F191;PETITS SARTS;73;3 274 557;44 857;29 557;32 123;109;29
52055;52055F210;CHAUSSEE DE NIVELLES;108;3 775 265;34 956;28 779;29 984;104;27
52055;52055ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;9;.;.;.;.;.;.
52074;52074A00-;AISEAU-CENTRE;407;13 196 928;32 425;25 407;24 487;96;32
52074;52074A010;SAINT-ROCH;169;6 417 679;37 974;28 027;27 848;99;38
52074;52074A022;AISEAU - FAUBOURG;74;2 200 755;29 740;23 438;23 631;101;38
52074;52074A033;BATTE;4;.;.;.;.;.;.
52074;52074A091;AISEAU-HAB. DISP. OUEST ET SUD;43;.;.;26 520;27 085;102;30
52074;52074A10-;MENONRY-CENTRE;327;9 038 107;27 639;22 756;19 980;88;26
52074;52074A19-;MENONRY-HABITATIONS DISPERSEES;63;1 934 375;30 704;23 661;25 188;106;42
52074;52074A20-;OIGNIES;577;17 375 127;30 113;25 436;21 008;83;21
52074;52074A21-;CITE FARCIENNOISE;113;3 213 474;28 438;20 850;21 919;105;49
52074;52074A29-;BOIS;70;2 735 770;39 082;30 974;30 924;100;43
52074;52074B00-;PRESLES-CENTRE;262;8 169 649;31 182;26 603;25 183;95;25
52074;52074B011;LES BINCHES;267;9 796 469;36 691;29 163;26 866;92;22
52074;52074B022;LES WAIBES;234;8 327 173;35 586;28 782;27 469;95;26
52074;52074B032;BELLE-VUE;244;11 426 849;46 831;35 023;47 209;135;25
52074;52074B09-;LES VIEUX-SARTS;209;.;.;16 193;8 504;53;9
52074;52074B0PN;ZONE SUD;10;.;.;.;.;.;.
52074;52074C00-;PONT-DE-LOUP - VILLAGE;266;6 411 326;24 103;19 987;14 375;72;46
52074;52074C01-;PONT-DE-LOUP-CENTRE;389;9 686 484;24 901;21 247;14 379;68;29
52074;52074C02-;WERCHA - LES MONTS;379;11 724 697;30 936;26 269;22 380;85;12
52074;52074C03-;MAHAU;251;7 337 721;29 234;24 343;19 935;82;20
52074;52074C042;LE BATI;231;4 772 757;20 661;18 216;9 344;51;22
52074;52074C07-;SAMBRE;44;.;.;20 415;13 668;67;38
52074;52074C081;BOIS;67;2 360 200;35 227;31 233;24 540;79;32
52074;52074C173;LE PORT;11;.;.;.;.;.;.
52074;52074D00-;ROSELIES-CENTRE;558;15 560 771;27 887;22 397;17 390;78;28
52074;52074D01-;LA PANAMA;440;12 800 306;29 092;22 480;18 311;81;31
52074;52074D022;LA PRELE;163;7 399 067;45 393;31 000;25 959;84;17
52074;52074D081;LES SAUSSOIS;5;.;.;.;.;.;.
52074;52074D09-;VERSANT-OUEST;7;.;.;.;.;.;.
52074;52074D110;LA PAIRELLE;119;5 143 663;43 224;36 051;33 180;92;18
52074;52074D283;LA TONNELLERIE;8;.;.;.;.;.;.
52074;52074ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;2;.;.;.;.;.;.
52075;52075A000;MELLET-CENTRE;597;18 986 896;31 804;23 119;22 698;98;39
52075;52075A01-;PETIT-CHASSART - PANNETERIE;411;13 569 372;33 016;25 410;22 202;87;25
52075;52075A02-;PONT-A-MIGNELOUX - BY;461;17 352 444;37 641;27 864;28 453;102;39
52075;52075A08-;PANNETERIE QUESTIENNE;10;.;.;.;.;.;.
52075;52075A09-;ST.FIACRE - CHAP. TROIS ARBRES;36;.;.;42 125;35 193;84;17
52075;52075B00-;WAYAUX-CENTRE;91;2 726 525;29 962;25 031;16 462;66;26
52075;52075B0PP;JOURNAUX;60;1 927 006;32 117;26 528;25 132;95;32
52075;52075B110;PONT A MIGNELOUX;74;2 536 011;34 270;30 279;30 448;101;20
52075;52075C000;VILLERS-PERWIN-CENTRE;551;20 558 903;37 312;28 502;29 516;104;23
52075;52075C011;CALVAIRE - LA COURONNE;151;6 678 860;44 231;34 722;44 715;129;35
52075;52075C082;VILLERS-PREWIN-HAB.DISP. OUEST;37;1 965 463;53 121;33 368;55 332;166;54
52075;52075C090;VILLERS-PREWIN-HAB.DISP. EST;21;1 310 156;62 388;38 618;54 506;141;37
52075;52075C19-;LA CHAUSSEE;32;1 064 123;33 254;25 920;26 969;104;35
52075;52075D00-;FRASNES-LEZ-GOSSELIES-CENTRE;679;26 349 810;38 807;26 267;28 010;107;40
52075;52075D01-;LE ROUX;485;16 476 408;33 972;23 207;20 698;89;32
52075;52075D02-;LE FAUBOURG;218;7 679 645;35 228;26 086;28 411;109;30
52075;52075D03-;LE GRAND MARAIS;178;6 062 680;34 060;27 212;25 326;93;20
52075;52075D04-;LA COQUINETTE;93;3 425 027;36 828;25 936;32 933;127;55
52075;52075D052;LE ROUX-CITE;94;2 463 431;26 207;19 311;19 376;100;50
52075;52075D08-;PIERPONT - L'ERALE;20;.;.;.;.;.;.
52075;52075D091;FRASNES-L-GOSSELIES-HAB.DISP.;114;5 613 544;49 242;36 948;52 237;141;41
52075;52075D110;COMMUNE - CADEAU;84;.;.;34 843;40 928;117;11
52075;52075E000;REVES-CENTRE;293;12 883 407;43 971;34 571;37 799;109;21
52075;52075E082;REVES-HABITATIONS DISP. - NORD;42;2 221 334;52 889;32 348;52 133;161;59
52075;52075E091;REVIOUX;46;1 801 022;39 153;29 440;34 250;116;32
52075;52075E100;SART-A-REVES-CENTRE;226;9 954 925;44 048;33 589;36 325;108;37
52075;52075E112;STATION - WATTIMEZ;183;8 698 448;47 533;32 345;39 552;122;31
52075;52075E181;BOIS DE REVES - ESPINETTE;19;.;.;.;.;.;.
52075;52075E19-;SART-A-REVES-HAB. DISP.;43;2 237 578;52 037;49 967;48 105;96;2
52075;52075E29-;ODOUMONT;40;.;.;22 716;33 417;147;32
52075;52075ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;5;.;.;.;.;.;.
53014;53014A001;BOUSSU-CENTRE;914;24 461 903;26 764;20 052;14 984;75;45
53014;53014A011;ROUTE CORON;450;13 072 971;29 051;23 952;19 464;81;24
53014;53014A022;QUARTIER ROBESSART;713;18 450 456;25 877;21 578;18 130;84;31
53014;53014A03-;HANETON;319;7 991 564;25 052;20 454;15 037;74;36
53014;53014A040;CORNET;240;7 596 989;31 654;27 837;22 039;79;7
53014;53014A052;PETIT BRUXELLES;2;.;.;.;.;.;.
53014;53014A08-;PARC A SAULES;171;6 547 424;38 289;30 597;33 572;110;35
53014;53014A091;LE CROQUET;76;2 753 820;36 234;31 581;27 593;87;-2
53014;53014A101;ST JOSEPH;988;26 038 149;26 354;21 792;17 763;82;35
53014;53014A182;BOIS DE BOUSSU;48;1 397 101;29 106;21 542;18 101;84;44
53014;53014A19-;CLINIQUE DE WARQUIGNIES;284;7 633 974;26 880;21 041;18 146;86;38
53014;53014A200;ST CHARLES - VEDETTE;1 068;27 419 097;25 673;20 554;15 871;77;43
53014;53014A2PN;TERRIL SAINT ANTOINE;56;1 744 000;31 143;24 077;19 200;80;14
53014;53014A31-;LES HERBIERES;53;2 066 232;38 986;31 252;31 976;102;24
53014;53014A32-;PONT DE BOUSSU;47;1 483 875;31 572;28 599;19 187;67;2
53014;53014A39-;HAINE;78;2 607 953;33 435;24 351;35 421;145;55
53014;53014A401;CITE DU FOYER MODERNE;652;12 721 626;19 512;16 738;8 172;49;52
53014;53014A482;CHAMP D'HANETON;89;3 079 918;34 606;26 261;23 376;89;17
53014;53014A492;LE FOND DE BOUSSU;9;.;.;.;.;.;.
53014;53014B00-;HORNU - CENTRE;1 015;26 182 535;25 796;20 578;16 556;80;44
53014;53014B011;GRAND HORNU;836;19 730 431;23 601;19 825;13 606;69;40
53014;53014B021;LA CHAPELLE;870;22 480 493;25 840;21 916;17 815;81;35
53014;53014B032;BAS CORTILS - BOUVEAUX;312;6 275 619;20 114;17 701;9 786;55;34
53014;53014B042;QUARTIER DE LA FONTAINE;98;2 174 528;22 189;19 230;15 283;79;43
53014;53014B052;CITE OUVRIERE N.4;383;10 809 069;28 222;22 191;17 430;79;31
53014;53014B091;MINIAUX;33;.;.;33 939;30 576;90;45
53014;53014B0AN;LA FONTAINE;447;11 801 585;26 402;22 280;18 016;81;22
53014;53014B0PN;LE MARAIS;3;.;.;.;.;.;.
53014;53014B120;PETIT HORNU;494;13 832 573;28 001;20 160;18 897;94;51
53014;53014B210;CHAMP DES SARTS;365;10 581 582;28 991;23 493;20 797;89;30
53014;53014B29-;CHAMPRE;229;6 768 425;29 556;24 896;21 150;85;20
53014;53014ZZZZ;NIET TE LOKALISEREN IN EEN SECTOR;4;.;.;.;.;.;.
53020;53020A001;DOUR-CENTRE;314;8 992 673;28 639;20 982;19 187;91;43
53020;53020A01-;PONT-A-CAVANIS;547;14 321 020;26 181;21 191;17 753;84;43
53020;53020A022;CENTRE PARC;596;15 015 226;25 193;19 990;15 449;77;40
53020;53020A03-;CITE DU REPOS;298;6 895 691;23 140;18 673;12 414;66;46
53020;53020A041;BISOIR-LES TREIZE-TOUREILLE;642;17 588 287;27 396;21 129;16 202;77;38
53020;53020A05-;PETIT HAININ;833;22 996 827;27 607;23 385;18 947;81;24
